target_return,volatility,weight_HSREIT,weight_GOLD,weight_HSI,weight_SPX,weight_000012,weight_000852,weight_000905,weight_399300,weight_H11001
0.11247640995500127,0.06147132572129406,-0.28099574918604603,0.18350752919431687,0.06218115600178863,0.32250999356945076,-0.24941041556649593,-0.0520498424686896,0.01423204962470037,2.5278830974941307e-05,1.0
0.11623053907910288,0.06477884477614101,-0.2974052891233946,0.19506210672117666,0.06547592508888644,0.341396214158583,-0.2635681414658206,-0.05699857755125117,0.018927287568104068,-0.0028895253962836903,1.0
0.11998466820320447,0.06810573386253854,-0.3138934738622043,0.20666737110028935,0.06899083158542961,0.3602659997881948,-0.27778894457092584,-0.06160276343209049,0.022830018715661666,-0.0054690393243546345,0.9999999999999999
0.12373879732730605,0.07144923103839763,-0.3303287378415265,0.21826309296761603,0.0724138038829409,0.37913679129767797,-0.2919878646026585,-0.06652307073155103,0.027228191523862376,-0.008202206496361247,1.0
0.12749292645140764,0.07480697388998461,-0.34676647455262627,0.22987713719573086,0.07568792136934295,0.3979335370584487,-0.3061228102226397,-0.07159794196160167,0.03228220671912942,-0.011293575605784178,0.9999999999999999
0.13124705557550925,0.07817733400151794,-0.3632761294777299,0.2415432412594824,0.0792233798870374,0.4167309458918604,-0.3203574137197981,-0.076526935514342,0.036923122876214624,-0.01426021120272478,1.0
0.13500118469961084,0.08155861383832934,-0.3797552350863407,0.2532103167021933,0.08267818520939767,0.43554601871793575,-0.3346202956852199,-0.08148569565356742,0.041801425152464954,-0.0173747193568637,1.0
0.13875531382371242,0.08494954150597886,-0.3961934182683489,0.2648630255737726,0.0860597409943922,0.4544000681658565,-0.3489137965360485,-0.08644565819586592,0.046728041024485405,-0.020498002758243285,0.9999999999999999
0.142509442947814,0.08834909338553071,-0.41268617973768773,0.2767269652088165,0.0898419590644888,0.4732713632620956,-0.3634644013134052,-0.09092961491791028,0.05141180450485595,-0.02417189607125359,0.9999999999999999
0.14626357207191562,0.09175608507392605,-0.4289715294860461,0.2881275498130485,0.09279965812949062,0.4922346023844963,-0.37739936562843146,-0.09601226053564255,0.05671217520780298,-0.027490829884718144,0.9999999999999999
0.1500177011960172,0.09516992544859713,-0.4454882407299246,0.29957475324385474,0.09604767694687595,0.5109961024666767,-0.3912071571465914,-0.1009912206540816,0.06164236764541094,-0.03057428177222076,1.0
0.1537718303201188,0.09858995206306582,-0.46194807871990656,0.3110987423429829,0.0996586649045914,0.5299808254110684,-0.4053407809259945,-0.105616099294736,0.06633710965293707,-0.034170383370942935,1.0
0.15752595944422038,0.10201561093465891,-0.47857618286909237,0.32272504213395425,0.10377867317494748,0.5489183137847639,-0.41951762342525717,-0.10995770753982899,0.07096420011614475,-0.038334715375631864,1.0
